signal_cohort,shadow_fills,shadow_sell_fills,shadow_open_positions,shadow_total_buy_cost_usdc,shadow_sell_proceeds_usdc,shadow_open_mark_value_usdc,shadow_open_cost_basis_usdc,first_evidence_at_utc,last_evidence_at_utc,shadow_total_pnl_usdc,shadow_roi,evidence_elapsed_hours,shadow_monthly_run_rate_usdc,promotion_readiness,promotion_ready_score,promotion_ready_checks,shadow_promoted,generated_at_utc
geopolitics,4,4,0,40.0,36.94152193757872,0.0,0.0,2026-07-16T02:10:25Z,2026-07-21T00:50:08Z,-3.0584780624212797,-0.076461951560532,863.8269380647222,-2.5492423399939312,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 22.54924233999393, ""pnl_remaining_usdc"": 3.0584780624212797, ""roi_remaining"": 0.106461951560532, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
macro_economy,3,3,0,30.0,28.03656597774245,0.0,0.0,2026-08-02T09:57:51Z,2026-08-08T14:01:38Z,-1.9634340222575517,-0.06544780074191839,448.0363825111111,-3.155262722416579,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 23.15526272241658, ""pnl_remaining_usdc"": 1.9634340222575517, ""roi_remaining"": 0.09544780074191839, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
macro_rates,3,3,0,30.0,5.933048433048433,0.0,0.0,2026-07-15T00:40:38Z,2026-07-15T00:46:14Z,-24.066951566951566,-0.8022317188983855,889.3233269575001,-19.484707758061994,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 39.484707758061994, ""pnl_remaining_usdc"": 24.066951566951566, ""roi_remaining"": 0.8322317188983855, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
near_miss_learning|ai_model_leader,7,7,0,70.0,67.48036166099618,0.0,0.0,2026-07-20T13:46:28Z,2026-08-08T09:58:46Z,-2.5196383390038193,-0.035994833414340274,756.2261047375,-2.3989380857344753,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 22.398938085734475, ""pnl_remaining_usdc"": 2.5196383390038193, ""roi_remaining"": 0.06599483341434027, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
near_miss_learning|baseball_mlb_match,4,4,0,40.0,9.914862176754761,0.0,0.0,2026-07-13T13:02:35Z,2026-07-14T00:05:28Z,-30.08513782324524,-0.752128445581131,924.9574936283333,-23.418696947632398,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 43.4186969476324, ""pnl_remaining_usdc"": 30.08513782324524, ""roi_remaining"": 0.782128445581131, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
near_miss_learning|basketball_nba_match,4,4,0,40.0,27.823757301007046,0.0,0.0,2026-07-18T04:18:24Z,2026-07-26T16:15:47Z,-12.176242698992954,-0.30440606747482385,813.6938825191666,-10.774192766605244,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 30.774192766605246, ""pnl_remaining_usdc"": 12.176242698992954, ""roi_remaining"": 0.3344060674748238, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
near_miss_learning|crypto,5,5,0,50.0,58.65480451407225,0.0,0.0,2026-07-01T12:33:00Z,2026-07-11T23:22:16Z,8.654804514072246,0.17309609028144493,1213.4505491880554,5.135321957947738,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 14.864678042052262, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",5,6,False,2026-08-21T02:00:01Z
near_miss_learning|crypto_btc_updown_event,1,1,0,10.0,5.769230769230769,0.0,0.0,2026-07-01T13:25:43Z,2026-07-01T13:29:56Z,-4.230769230769231,-0.4230769230769231,1212.5719380791666,-2.512142785505871,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 22.512142785505873, ""pnl_remaining_usdc"": 4.230769230769231, ""roi_remaining"": 0.45307692307692304, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
near_miss_learning|crypto_eth_updown_event,1,1,0,10.0,15.000000000000002,0.0,0.0,2026-07-01T13:23:02Z,2026-07-01T13:25:43Z,5.000000000000002,0.5000000000000002,1212.6166603033332,2.9687865240923044,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 17.031213475907695, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
near_miss_learning|equities_macro,4,4,0,40.0,29.113497036446844,0.0,0.0,2026-07-17T00:05:42Z,2026-07-20T16:13:11Z,-10.886502963553156,-0.2721625740888289,841.9055491941667,-9.310168036373609,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 29.31016803637361, ""pnl_remaining_usdc"": 10.886502963553156, ""roi_remaining"": 0.30216257408882885, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
near_miss_learning|esports_match,2,2,0,20.0,19.46666666666667,0.0,0.0,2026-07-04T13:09:39Z,2026-07-08T12:38:37Z,-0.5333333333333314,-0.02666666666666657,1140.8397158627777,-0.3365941723981845,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.336594172398186, ""pnl_remaining_usdc"": 0.5333333333333314, ""roi_remaining"": 0.056666666666666574, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
near_miss_learning|exploratory_historical_rule|crypto_sol_updown_event|outcome=down,1,1,0,10.0,12.8,0.0,0.0,2026-08-04T20:00:33Z,2026-08-05T00:49:03Z,2.8000000000000007,0.2800000000000001,389.99138253138887,5.169344991449571,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 14.83065500855043, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
near_miss_learning|geopolitics,3,3,0,30.0,17.741641999513064,0.0,0.0,2026-07-13T21:22:51Z,2026-07-20T19:59:38Z,-12.258358000486936,-0.4086119333495645,916.6197158669445,-9.628876193217755,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 29.628876193217756, ""pnl_remaining_usdc"": 12.258358000486936, ""roi_remaining"": 0.4386119333495645, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
near_miss_learning|macro_economy,4,4,0,40.0,34.06803262132,0.0,0.0,2026-07-20T19:59:38Z,2026-08-08T00:50:00Z,-5.93196737868,-0.148299184467,750.0066603133333,-5.694638112763046,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 25.694638112763045, ""pnl_remaining_usdc"": 5.93196737868, ""roi_remaining"": 0.178299184467, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
near_miss_learning|macro_rates,3,3,0,30.0,27.830435743666634,0.0,0.0,2026-07-01T13:29:56Z,2026-07-17T00:05:42Z,-2.1695642563333664,-0.07231880854444554,1212.5016603155557,-1.288316804574744,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 21.288316804574745, ""pnl_remaining_usdc"": 2.1695642563333664, ""roi_remaining"": 0.10231880854444554, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
near_miss_learning|mma_match,2,2,0,20.0,25.182926829268293,0.0,0.0,2026-08-06T11:57:38Z,2026-08-06T18:02:34Z,5.182926829268293,0.25914634146341464,350.03999365083337,10.660802721844538,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 9.339197278155462, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
near_miss_learning|policy_legal,2,2,0,20.0,19.047619047619047,0.0,0.0,2026-08-02T13:29:13Z,2026-08-09T18:03:54Z,-0.9523809523809526,-0.04761904761904763,444.51360476416664,-1.5426170950993263,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 21.542617095099327, ""pnl_remaining_usdc"": 0.9523809523809526, ""roi_remaining"": 0.07761904761904763, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
near_miss_learning|soccer_match,7,7,0,70.0,82.94337144337143,0.0,0.0,2026-07-11T15:27:08Z,2026-07-17T10:48:53Z,12.943371443371433,0.1849053063338776,970.5483269883334,9.60202308332259,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 10.39797691667741, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",5,6,False,2026-08-21T02:00:01Z
near_miss_learning|tennis_match,4,4,0,40.0,38.552505827505826,0.0,0.0,2026-07-07T13:00:56Z,2026-07-20T00:10:37Z,-1.4474941724941743,-0.036187354312354356,1068.9849936572223,-0.9749396019393062,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 20.974939601939305, ""pnl_remaining_usdc"": 1.4474941724941743, ""roi_remaining"": 0.06618735431235435, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
near_miss_learning|tennis_tennis_set,2,2,0,20.0,18.63934757359996,0.0,0.0,2026-07-10T13:02:21Z,2026-07-13T13:34:15Z,-1.3606524264000406,-0.06803262132000203,996.9613825480556,-0.9826556616502258,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.982655661650227, ""pnl_remaining_usdc"": 1.3606524264000406, ""roi_remaining"": 0.09803262132000203, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
near_miss_learning|tennis_tennis_total,3,3,0,30.0,20.629480031858005,0.0,0.0,2026-07-08T12:38:37Z,2026-07-11T15:27:08Z,-9.370519968141995,-0.3123506656047332,1045.3569381055556,-6.454038932659182,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 26.45403893265918, ""pnl_remaining_usdc"": 9.370519968141995, ""roi_remaining"": 0.34235066560473315, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
near_miss_learning|tennis_tennis_winner,1,1,0,10.0,8.80952380952381,0.0,0.0,2026-07-07T13:14:27Z,2026-07-10T13:34:14Z,-1.1904761904761898,-0.11904761904761899,1068.7597158855556,-0.8019977216601933,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.801997721660193, ""pnl_remaining_usdc"": 1.1904761904761898, ""roi_remaining"": 0.14904761904761898, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
near_miss_learning|unknown,5,5,0,50.0,40.01467104789641,0.0,0.0,2026-07-01T12:35:56Z,2026-07-11T22:49:47Z,-9.985328952103593,-0.19970657904207187,1213.401660332222,-5.9250263787696404,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 25.92502637876964, ""pnl_remaining_usdc"": 9.985328952103593, ""roi_remaining"": 0.22970657904207187, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
near_miss_learning|worldcup,5,5,0,50.0,82.48476635976634,0.0,0.0,2026-07-02T12:35:39Z,2026-07-05T12:36:42Z,32.48476635976634,0.6496953271953267,1189.406382556389,19.664457936362204,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 0.3355420636377957, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",5,6,False,2026-08-21T02:00:01Z
policy_legal,1,1,0,10.0,6.470588235294118,0.0,0.0,2026-08-05T09:57:08Z,2026-08-06T23:22:45Z,-3.5294117647058822,-0.3529411764705882,376.04832700277774,-6.757579513352575,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 26.757579513352574, ""pnl_remaining_usdc"": 3.5294117647058822, ""roi_remaining"": 0.38294117647058823, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
soccer_match,6,6,0,60.0,52.5469495716175,0.0,0.0,2026-07-13T10:02:37Z,2026-07-15T08:33:34Z,-7.453050428382497,-0.12421750713970828,927.9569381161111,-5.78280746445665,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 25.78280746445665, ""pnl_remaining_usdc"": 7.453050428382497, ""roi_remaining"": 0.15421750713970828, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
structural|longshot_no|ai_model_leader,6,6,0,60.0,54.66580756314177,0.0,0.0,2026-07-04T09:12:29Z,2026-08-17T01:40:16Z,-5.334192436858231,-0.08890320728097052,1144.792493673611,-3.3548600080453106,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 23.35486000804531, ""pnl_remaining_usdc"": 5.334192436858231, ""roi_remaining"": 0.11890320728097052, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
structural|longshot_no|baseball_mlb_match,5,5,0,50.0,46.137328339575525,0.0,0.0,2026-07-19T22:22:57Z,2026-08-17T01:40:16Z,-3.862671660424475,-0.0772534332084895,771.6180492313889,-3.604274936639838,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 23.60427493663984, ""pnl_remaining_usdc"": 3.862671660424475, ""roi_remaining"": 0.1072534332084895, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
structural|longshot_no|crypto_btc_special,4,4,0,40.0,39.70871876159384,0.0,0.0,2026-07-04T09:12:29Z,2026-08-17T01:40:16Z,-0.2912812384061567,-0.007282030960153918,1144.7924936777777,-0.18319694862653527,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 20.183196948626534, ""pnl_remaining_usdc"": 0.2912812384061567, ""roi_remaining"": 0.037282030960153915, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
structural|longshot_no|crypto_eth_special,2,2,0,20.0,19.18001918001918,0.0,0.0,2026-07-04T09:12:29Z,2026-07-07T09:14:11Z,-0.8199808199808203,-0.04099904099904102,1144.7924936797224,-0.5157145890152324,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.515714589015232, ""pnl_remaining_usdc"": 0.8199808199808203, ""roi_remaining"": 0.07099904099904102, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
structural|longshot_no|crypto_sol_special,2,2,0,20.0,19.38001938001938,0.0,0.0,2026-07-04T09:12:29Z,2026-07-07T09:14:11Z,-0.6199806199806197,-0.030999030999030987,1144.7924936819443,-0.3899274749349013,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.3899274749349, ""pnl_remaining_usdc"": 0.6199806199806197, ""roi_remaining"": 0.060999030999030986, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,False,2026-08-21T02:00:01Z
structural|longshot_no|culture_entertainment,1,1,0,10.0,10.666666666666666,0.0,0.0,2026-07-19T22:22:57Z,2026-07-22T22:23:42Z,0.6666666666666661,0.06666666666666661,771.6180492397222,0.6220694299110805,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 19.37793057008892, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
structural|longshot_no|equities_macro,1,1,0,10.0,10.0,0.0,0.0,2026-08-14T01:39:13Z,2026-08-17T01:40:16Z,0.0,0.0,168.34693813083334,0.0,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.03, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
structural|longshot_no|macro_rates,1,1,0,10.0,11.288135593220339,0.0,0.0,2026-07-04T23:58:32Z,2026-07-08T00:02:39Z,1.288135593220339,0.12881355932203392,1130.0249936886112,0.8207408086530853,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 19.179259191346915, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
structural|longshot_no|tennis_match,1,1,0,10.0,10.0,0.0,0.0,2026-07-19T22:22:57Z,2026-07-22T22:23:42Z,0.0,0.0,771.6180492463889,0.0,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.03, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
tennis_match,8,8,0,80.0,75.2995388712659,0.0,0.0,2026-07-05T15:58:06Z,2026-07-16T10:13:57Z,-4.700461128734105,-0.05875576410917631,1114.032215915278,-3.0379121575998003,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 23.0379121575998, ""pnl_remaining_usdc"": 4.700461128734105, ""roi_remaining"": 0.08875576410917631, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
tennis_tennis_set,4,4,0,40.0,37.48101042218689,0.0,0.0,2026-07-05T15:28:10Z,2026-07-10T09:46:26Z,-2.518989577813109,-0.06297473944532772,1114.5311048063888,-1.6272964372219982,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 21.627296437221997, ""pnl_remaining_usdc"": 2.518989577813109, ""roi_remaining"": 0.09297473944532772, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
tennis_tennis_total,6,6,0,60.0,53.885468525778975,0.0,0.0,2026-07-05T19:32:07Z,2026-08-15T15:01:03Z,-6.114531474221025,-0.10190885790368374,1110.465271475,-3.964520795494367,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 23.964520795494366, ""pnl_remaining_usdc"": 6.114531474221025, ""roi_remaining"": 0.13190885790368373, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
tennis_tennis_winner,3,3,0,30.0,27.66903938994953,0.0,0.0,2026-07-07T09:14:11Z,2026-07-10T09:46:26Z,-2.3309606100504716,-0.07769868700168239,1072.7641603661111,-1.5644553586341905,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 21.56445535863419, ""pnl_remaining_usdc"": 2.3309606100504716, ""roi_remaining"": 0.10769868700168239, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
unknown,8,8,0,80.0,39.54653009948546,0.0,0.0,2026-07-05T00:38:39Z,2026-07-13T10:05:49Z,-40.45346990051454,-0.5056683737564318,1129.3563825905555,-25.790351723647056,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 45.790351723647056, ""pnl_remaining_usdc"": 40.45346990051454, ""roi_remaining"": 0.5356683737564318, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
worldcup,10,10,0,100.0,77.61965394479932,0.0,0.0,2026-07-07T09:21:06Z,2026-07-13T10:02:37Z,-22.380346055200675,-0.22380346055200676,1072.648882592778,-15.022482586087426,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 35.02248258608743, ""pnl_remaining_usdc"": 22.380346055200675, ""roi_remaining"": 0.25380346055200675, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,False,2026-08-21T02:00:01Z
worldcup_2026_winner_fundamental,3,3,0,30.0,23.668526930564568,0.0,0.0,2026-07-02T15:45:23Z,2026-07-15T20:17:19Z,-6.331473069435432,-0.2110491023145144,1186.2441603725,-3.842936186560348,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 23.842936186560348, ""pnl_remaining_usdc"": 6.331473069435432, ""roi_remaining"": 0.2410491023145144, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,False,2026-08-21T02:00:01Z
